region	country	latency
606	10	6520
606	11	7435
606	12	9600
606	13	8230
606	14	9740
606	15	2560
606	16	7305
606	17	3040
606	18	6910
606	19	7640
607	0	8670
607	1	3165
607	2	4640
607	3	3350
607	4	9055
607	5	9740
607	6	9920
607	7	4165
607	8	8005
607	9	5590
607	10	225
607	11	9910
607	12	2835
607	13	4465
607	14	6620
607	15	3690
607	16	1950
607	17	3260
607	18	9185
607	19	540
608	0	4195
608	1	6630
608	2	7740
608	3	6060
608	4	4000
608	5	1345
608	6	1440
608	7	3715
608	8	3745
608	9	175
608	10	5405
608	11	110
608	12	5535
608	13	6705
608	14	9940
608	15	4875
608	16	5485
608	17	5755
608	18	9970
608	19	820
609	0	7830
609	1	3480
609	2	9545
609	3	5990
609	4	3050
609	5	6135
609	6	4650
609	7	4095
609	8	640
609	9	510
609	10	3070
609	11	2835
609	12	3080
609	13	435
609	14	5245
609	15	9595
609	16	3340
609	17	1885
609	18	9825
609	19	4960
610	0	2135
610	1	3220
610	2	9555
610	3	7930
610	4	1295
610	5	9655
610	6	320
610	7	4130
610	8	7290
610	9	5460
610	10	8105
610	11	1135
610	12	9765
610	13	7515
610	14	6550
610	15	1750
610	16	2540
610	17	4760
610	18	4485
610	19	4405
611	0	6785
611	1	4855
611	2	8100
611	3	2000
611	4	8400
611	5	2505
611	6	3710
611	7	8970
611	8	6995
611	9	780
611	10	8275
611	11	4650
611	12	1505
611	13	7265
611	14	9920
611	15	4430
611	16	2980
611	17	6140
611	18	1340
611	19	8410
612	0	1435
612	1	8130
612	2	7650
612	3	5315
612	4	9130
612	5	3195
612	6	7045
612	7	4650
612	8	7865
612	9	4500
612	10	6025
612	11	8630
612	12	3265
612	13	3785
612	14	9280
612	15	1815
612	16	6770
612	17	9085
612	18	2540
612	19	8780
613	0	25
613	1	8305
613	2	3025
613	3	9670
613	4	2010
613	5	4230
613	6	1035
613	7	7585
613	8	2890
613	9	5185
613	10	4565
613	11	1965
613	12	7350
613	13	9995
613	14	650
613	15	1655
613	16	8555
613	17	6065
613	18	995
613	19	4835
614	0	2860
614	1	2925
614	2	7515
614	3	1625
614	4	3880
614	5	2365
614	6	9690
614	7	8370
614	8	1210
614	9	75
614	10	20
614	11	7445
614	12	385
614	13	4710
614	14	8275
614	15	3855
614	16	3485
614	17	5950
614	18	2770
614	19	1600
615	0	545
615	1	7010
615	2	2615
615	3	7480
615	4	9835
615	5	4755
615	6	7970
615	7	5355
615	8	4250
615	9	2400
615	10	7810
615	11	8785
615	12	8770
615	13	8075
615	14	2105
615	15	7275
615	16	6095
615	17	4785
615	18	4140
615	19	6440
616	0	9695
616	1	2400
616	2	4170
616	3	5735
616	4	2210
616	5	6215
616	6	860
616	7	1150
616	8	5715
616	9	2025
616	10	1760
616	11	3625
616	12	8170
616	13	4400
616	14	6465
616	15	6770
616	16	9030
616	17	8055
616	18	1905
616	19	9780
617	0	4975
617	1	2570
617	2	6650
617	3	2340
617	4	9370
617	5	9770
617	6	3650
617	7	6395
617	8	2645
617	9	9780
617	10	3800
617	11	3315
617	12	6915
617	13	3095
617	14	1070
617	15	3235
617	16	925
617	17	6665
617	18	8720
617	19	880
618	0	7415
618	1	5970
618	2	2725
618	3	7505
618	4	1995
618	5	2085
618	6	6695
618	7	4485
618	8	1420
618	9	7300
618	10	1505
618	11	1555
618	12	8555
618	13	2625
618	14	8295
618	15	545
618	16	9205
618	17	7995
618	18	7935
618	19	3165
619	0	4515
619	1	4915
619	2	6905
619	3	6015
619	4	4495
619	5	7695
619	6	8940
619	7	1010
619	8	155
619	9	4205
619	10	3170
619	11	8375
619	12	9250
619	13	2865
619	14	4060
619	15	3890
619	16	5290
619	17	3890
619	18	2275
619	19	9580
620	0	8730
620	1	5605
620	2	4250
620	3	8970
620	4	2680
620	5	4520
620	6	4425
620	7	8445
620	8	9270
620	9	2530
620	10	9585
620	11	890
620	12	5605
620	13	6835
620	14	1735
620	15	6065
620	16	7510
620	17	8455
620	18	6195
620	19	7265
621	0	7735
621	1	1075
621	2	9530
621	3	7750
621	4	7875
621	5	4660
621	6	6365
621	7	4615
621	8	3450
621	9	4600
621	10	6225
621	11	6895
621	12	8695
621	13	5020
621	14	7265
621	15	6690
621	16	9280
621	17	4420
621	18	1230
621	19	1845
622	0	5070
622	1	5230
622	2	6955
622	3	5
622	4	245
622	5	6765
622	6	4960
622	7	6515
622	8	3705
622	9	6245
622	10	6690
622	11	1750
622	12	655
622	13	9560
622	14	7745
622	15	8245
622	16	8780
622	17	4945
622	18	6785
622	19	7225
623	0	4580
623	1	4495
623	2	7015
623	3	1060
623	4	7770
623	5	9760
623	6	8465
623	7	4200
623	8	1840
623	9	1195
623	10	6945
623	11	8305
623	12	5330
623	13	3105
623	14	2050
623	15	6415
623	16	8885
623	17	560
623	18	6620
623	19	7965
624	0	8435
624	1	740
624	2	7960
624	3	6490
624	4	4720
624	5	7455
624	6	3605
624	7	4570
624	8	4760
624	9	7730
624	10	9340
624	11	4030
624	12	8540
624	13	4665
624	14	3065
624	15	2720
624	16	5525
624	17	1855
624	18	7815
624	19	8630
625	0	7945
625	1	5035
625	2	6795
625	3	4415
625	4	4795
625	5	6380
625	6	4960
625	7	865
625	8	8180
625	9	3480
625	10	1890
625	11	9515
625	12	430
625	13	7450
625	14	1095
625	15	905
625	16	7040
625	17	5290
625	18	7915
625	19	7700
626	0	6485
626	1	3220
626	2	8545
626	3	8010
626	4	335
626	5	5490
626	6	6080
626	7	1000
626	8	795
626	9	8050
626	10	5190
626	11	1715
626	12	1320
626	13	2600
626	14	7585
626	15	1960
626	16	9500
626	17	2730
626	18	6295
626	19	3350
627	0	70
627	1	3355
627	2	3710
627	3	1225
627	4	6620
627	5	6720
627	6	8870
627	7	8445
627	8	680
627	9	460
627	10	9365
627	11	8650
627	12	3535
627	13	3175
627	14	5260
627	15	2090
627	16	5830
627	17	9755
627	18	3065
627	19	4840
628	0	8555
628	1	1475
628	2	1765
628	3	1545
628	4	8125
628	5	3675
628	6	2190
628	7	1870
628	8	4445
628	9	6110
628	10	3200
628	11	8470
628	12	9415
628	13	9755
628	14	1430
628	15	545
628	16	4965
628	17	8535
628	18	8015
628	19	7315
629	0	9755
629	1	4610
629	2	5940
629	3	8215
629	4	1910
629	5	5355
629	6	6710
629	7	6690
629	8	2995
629	9	9095
629	10	6795
629	11	4205
629	12	7015
629	13	7010
629	14	5330
629	15	3105
629	16	285
629	17	6755
629	18	8885
629	19	7200
630	0	1020
630	1	6370
630	2	5985
630	3	6180
630	4	7030
630	5	6680
630	6	8235
630	7	2500
630	8	9305
630	9	2755
630	10	2385
630	11	7720
630	12	3140
630	13	155
630	14	4445
630	15	8960
630	16	7295
630	17	4030
630	18	2300
630	19	340
631	0	8220
631	1	1700
631	2	2165
631	3	2110
631	4	6480
631	5	4800
631	6	4355
631	7	2730
631	8	250
631	9	4315
631	10	5240
631	11	3355
631	12	6015
631	13	4565
631	14	1220
631	15	5155
631	16	4180
631	17	7465
631	18	3420
631	19	3665
632	0	9670
632	1	5070
632	2	5920
632	3	2595
632	4	9785
632	5	3870
632	6	8100
632	7	1340
632	8	9140
632	9	1870
632	10	1300
632	11	6960
632	12	6240
632	13	1705
632	14	580
632	15	6985
632	16	5195
632	17	2615
632	18	9255
632	19	8680
633	0	5870
633	1	1460
633	2	8650
633	3	7240
633	4	8045
633	5	5745
633	6	2415
633	7	8195
633	8	530
633	9	9875
633	10	9995
633	11	1830
633	12	7465
633	13	6395
633	14	3570
633	15	2390
633	16	2160
633	17	6525
633	18	7960
633	19	6550
634	0	9015
634	1	5250
634	2	7710
634	3	4485
634	4	2455
634	5	8160
634	6	1530
634	7	3380
634	8	5000
634	9	7685
634	10	7955
634	11	9890
634	12	8555
634	13	8300
634	14	5295
634	15	5635
634	16	1300
634	17	3800
634	18	1470
634	19	4555
635	0	6160
635	1	1090
635	2	4555
635	3	945
635	4	7860
635	5	8895
635	6	2785
635	7	5740
635	8	9300
635	9	7355
635	10	3205
635	11	5615
635	12	6670
635	13	9330
635	14	8080
635	15	9045
635	16	4950
635	17	400
635	18	8210
635	19	5020
636	0	5005
636	1	8405
636	2	9030
636	3	6155
636	4	9110
636	5	8870
636	6	3865
636	7	220
636	8	2620
636	9	5815
636	10	1750
636	11	1910
636	12	3940
636	13	3410
636	14	9165
636	15	3025
636	16	7655
636	17	5500
636	18	5060
636	19	3710
637	0	9580
637	1	9160
637	2	345
637	3	4705
637	4	5915
637	5	3325
637	6	385
637	7	9150
637	8	9470
637	9	6180
637	10	5390
637	11	9620
637	12	5270
637	13	2745
637	14	6145
637	15	5295
637	16	4545
637	17	2760
637	18	2160
637	19	1310
638	0	3265
638	1	9760
638	2	5105
638	3	7650
638	4	9260
638	5	9260
638	6	3540
638	7	9990
638	8	4425
638	9	4310
638	10	7265
638	11	1135
638	12	5470
638	13	8995
638	14	6635
638	15	2565
638	16	6350
638	17	6150
638	18	7020
638	19	5470
639	0	4560
639	1	1160
639	2	5555
639	3	6350
639	4	4400
639	5	915
639	6	7435
639	7	4700
639	8	9800
639	9	8405
639	10	9060
639	11	8115
639	12	1620
639	13	9300
639	14	4150
639	15	4815
639	16	7090
639	17	3705
639	18	1175
639	19	7765
640	0	7980
640	1	225
640	2	5960
640	3	5565
640	4	3565
640	5	8515
640	6	610
640	7	3240
640	8	315
640	9	1320
640	10	3065
640	11	8055
640	12	2945
640	13	9070
640	14	1835
640	15	2225
640	16	7980
640	17	1005
640	18	1040
640	19	25
641	0	4620
641	1	3145
641	2	9615
641	3	9235
641	4	6295
641	5	9615
641	6	4350
641	7	8760
641	8	5390
641	9	7685
641	10	8745
641	11	5240
641	12	8890
641	13	9665
641	14	4635
641	15	5070
641	16	3255
641	17	5285
641	18	7155
641	19	3775
642	0	995
642	1	3900
642	2	3535
642	3	600
642	4	9460
642	5	9905
642	6	8930
642	7	3670
642	8	9985
642	9	6440
642	10	1700
642	11	990
642	12	1915
642	13	9950
642	14	7065
642	15	6925
642	16	7050
642	17	1155
642	18	6275
642	19	3210
643	0	9965
643	1	6835
643	2	1545
643	3	1270
643	4	4125
643	5	790
643	6	7300
643	7	20
643	8	6495
643	9	2865
643	10	2265
643	11	265
643	12	9685
643	13	2800
643	14	5415
643	15	530
643	16	5935
643	17	6385
643	18	7710
643	19	8730
644	0	3305
644	1	20
644	2	895
644	3	5810
644	4	4870
644	5	5000
644	6	6180
644	7	8165
644	8	6800
644	9	5595
644	10	5140
644	11	1150
644	12	2665
644	13	5840
644	14	4725
644	15	4380
644	16	1040
644	17	3535
644	18	9005
644	19	4370
645	0	9195
645	1	1345
645	2	7305
645	3	3615
645	4	350
645	5	1850
645	6	5845
645	7	9380
645	8	1395
645	9	55
645	10	490
645	11	1600
645	12	5010
645	13	7215
645	14	8380
645	15	4945
645	16	3735
645	17	4985
645	18	9710
645	19	7600
646	0	7410
646	1	1790
646	2	7500
646	3	7880
646	4	2145
646	5	5215
646	6	6415
646	7	4505
646	8	5935
646	9	6595
646	10	9055
646	11	4490
646	12	7700
646	13	8680
646	14	9430
646	15	5555
646	16	3695
646	17	7105
646	18	8505
646	19	30
647	0	1490
647	1	3790
647	2	5550
647	3	205
647	4	3465
647	5	7790
647	6	7670
647	7	6290
647	8	8375
647	9	2695
647	10	8955
647	11	1845
647	12	7750
647	13	2555
647	14	6295
647	15	5515
647	16	8770
647	17	7150
647	18	5185
647	19	4685
648	0	7140
648	1	8475
648	2	8695
648	3	350
648	4	6765
648	5	6015
648	6	2275
648	7	2330
648	8	5860
648	9	2515
648	10	8525
648	11	4910
648	12	6695
648	13	5910
648	14	7375
648	15	4350
648	16	695
648	17	3565
648	18	8845
648	19	8875
649	0	2640
649	1	295
649	2	9380
649	3	3305
649	4	3550
649	5	2350
649	6	8035
649	7	7595
649	8	1240
649	9	8870
649	10	1095
649	11	9670
649	12	4965
649	13	3155
649	14	3510
649	15	7690
649	16	9020
649	17	5465
649	18	8230
649	19	8860
650	0	755
650	1	960
650	2	1770
650	3	9250
650	4	2705
650	5	2945
650	6	2545
650	7	9820
650	8	5230
650	9	8155
650	10	2725
650	11	7340
650	12	1490
650	13	9470
650	14	2925
650	15	2320
650	16	755
650	17	4355
650	18	6120
650	19	10000
651	0	2220
651	1	7310
651	2	6725
651	3	6840
651	4	8600
651	5	8450
651	6	5565
651	7	5390
651	8	6580
651	9	2895
651	10	5640
651	11	275
651	12	6145
651	13	5000
651	14	6230
651	15	2230
651	16	1490
651	17	8790
651	18	8090
651	19	2230
652	0	2965
652	1	5705
652	2	3140
652	3	7300
652	4	7420
652	5	8150
652	6	5530
652	7	4060
652	8	2690
652	9	1680
652	10	2400
652	11	3720
652	12	6060
652	13	1425
652	14	5490
652	15	5885
652	16	2845
652	17	9825
652	18	6960
652	19	8415
653	0	7920
653	1	8820
653	2	6180
653	3	8280
653	4	950
653	5	1145
653	6	7535
653	7	1160
653	8	4165
653	9	7775
653	10	690
653	11	7795
653	12	4450
653	13	4295
653	14	8205
653	15	7805
653	16	7830
653	17	1585
653	18	5815
653	19	6965
654	0	8580
654	1	3740
654	2	3705
654	3	3110
654	4	915
654	5	3695
654	6	2365
654	7	5245
654	8	7410
654	9	5930
654	10	565
654	11	225
654	12	9545
654	13	7995
654	14	6785
654	15	160
654	16	8540
654	17	8035
654	18	5005
654	19	8295
655	0	5620
655	1	4390
655	2	1430
655	3	4590
655	4	3325
655	5	9185
655	6	5580
655	7	9915
655	8	9105
655	9	5180
655	10	5715
655	11	7845
655	12	1570
655	13	3235
655	14	5635
655	15	2135
655	16	2560
655	17	3105
655	18	765
655	19	2740
656	0	5240
656	1	4595
656	2	8000
656	3	3815
656	4	3395
656	5	1945
656	6	1550
656	7	7030
656	8	9945
656	9	9375
656	10	645
656	11	1230
656	12	2210
656	13	6585
656	14	9905
656	15	620
656	16	345
656	17	1000
656	18	7875
656	19	1715
657	0	4445
657	1	4710
657	2	1475
657	3	4410
657	4	5430
657	5	5600
657	6	5200
657	7	1880
657	8	6050
657	9	2830
657	10	3450
657	11	6545
657	12	7090
657	13	1585
657	14	9975
657	15	8335
657	16	1990
657	17	575
657	18	4865
657	19	9035
658	0	1890
658	1	9870
658	2	5845
658	3	4585
658	4	5735
658	5	730
658	6	4800
658	7	1590
658	8	835
658	9	2365
658	10	5760
658	11	4995
658	12	7105
658	13	570
658	14	3400
658	15	9520
658	16	8535
658	17	2040
658	18	1570
658	19	2820
659	0	4535
659	1	3280
659	2	4860
659	3	7755
659	4	9625
659	5	8670
659	6	995
659	7	2380
659	8	1415
659	9	5115
659	10	1445
659	11	9745
659	12	2775
659	13	3660
659	14	3850
659	15	655
659	16	420
659	17	7840
659	18	4710
659	19	6610
660	0	5675
660	1	5
660	2	3610
660	3	4400
660	4	4665
660	5	5905
660	6	2700
660	7	2280
660	8	5785
660	9	6785
660	10	4865
660	11	50
660	12	3460
660	13	7365
660	14	1610
660	15	1935
660	16	930
660	17	2100
660	18	9520
660	19	9750
661	0	8010
661	1	6610
661	2	9920
661	3	3285
661	4	7225
661	5	3510
661	6	8445
661	7	985
661	8	2380
661	9	1665
661	10	6020
661	11	5430
661	12	255
661	13	3035
661	14	3365
661	15	2690
661	16	8185
661	17	4845
661	18	365
661	19	4830
662	0	2965
662	1	5530
662	2	6135
662	3	3295
662	4	3515
662	5	8570
662	6	6310
662	7	2890
662	8	3790
662	9	8570
662	10	3430
662	11	3225
662	12	1820
662	13	7625
662	14	8640
662	15	8395
662	16	35
662	17	9695
662	18	8720
662	19	2260
663	0	3720
663	1	955
663	2	2625
663	3	1995
663	4	8285
663	5	4085
663	6	2950
663	7	7195
663	8	9520
663	9	7560
663	10	4090
663	11	8360
663	12	3245
663	13	3900
663	14	6755
663	15	6315
663	16	7325
663	17	360
663	18	1065
663	19	685
664	0	8655
664	1	7345
664	2	9580
664	3	4255
664	4	5740
664	5	8625
664	6	7935
664	7	1740
664	8	2615
664	9	7080
664	10	2540
664	11	7025
664	12	3405
664	13	7860
664	14	1980
664	15	8205
664	16	9470
664	17	6200
664	18	6435
664	19	4350
665	0	7860
665	1	4355
665	2	6600
665	3	1950
665	4	9670
665	5	9540
665	6	6055
665	7	7205
665	8	420
665	9	4970
665	10	6460
665	11	7685
665	12	9035
665	13	3355
665	14	4355
665	15	6190
665	16	8410
665	17	7520
665	18	8730
665	19	3290
666	0	7270
666	1	5630
666	2	9820
666	3	6840
666	4	3415
666	5	6970
666	6	8230
666	7	2140
666	8	875
666	9	4885
666	10	8610
666	11	5765
666	12	6905
666	13	1955
666	14	9215
666	15	7200
666	16	3570
666	17	6950
666	18	3050
666	19	9680
667	0	9885
667	1	4745
667	2	3805
667	3	2310
667	4	2065
667	5	4385
667	6	4435
667	7	9515
667	8	4640
667	9	3370
667	10	5300
667	11	4680
667	12	9335
667	13	9150
667	14	5615
667	15	9675
667	16	5605
667	17	1320
667	18	7310
667	19	1370
668	0	945
668	1	8125
668	2	7985
668	3	5715
668	4	7775
668	5	2655
668	6	2885
668	7	830
668	8	9175
668	9	1285
668	10	3310
668	11	7275
668	12	9275
668	13	5425
668	14	9410
668	15	3710
668	16	8870
668	17	6735
668	18	4635
668	19	2845
669	0	3650
669	1	550
669	2	9215
669	3	5950
669	4	335
669	5	7260
669	6	1830
669	7	1985
669	8	7300
669	9	5615
669	10	915
669	11	855
669	12	2525
669	13	8425
669	14	5670
669	15	575
669	16	760
669	17	8715
669	18	2615
669	19	2050
670	0	9610
670	1	9795
670	2	8120
670	3	6460
670	4	4530
670	5	6950
670	6	235
670	7	1890
670	8	6000
670	9	2670
670	10	8325
670	11	245
670	12	4035
670	13	2865
670	14	8710
670	15	5965
670	16	685
670	17	6640
670	18	5940
670	19	5920
671	0	3555
671	1	9505
671	2	3515
671	3	7925
671	4	7925
671	5	4725
671	6	7225
671	7	3890
671	8	7865
671	9	8675
671	10	2660
671	11	8445
671	12	4560
671	13	9615
671	14	8895
671	15	3110
671	16	4100
671	17	8235
671	18	7545
671	19	870
672	0	6090
672	1	995
672	2	1910
672	3	2165
672	4	5140
672	5	3240
672	6	7755
672	7	5375
672	8	8405
672	9	6405
672	10	1415
672	11	3185
672	12	680
672	13	7955
672	14	1710
672	15	3680
672	16	585
672	17	1110
672	18	4840
672	19	2710
673	0	5365
673	1	880
673	2	270
673	3	3655
673	4	5380
673	5	7350
673	6	8880
673	7	9540
673	8	1340
673	9	2840
673	10	2475
673	11	9310
673	12	3035
673	13	1860
673	14	5330
673	15	4120
673	16	4120
673	17	5465
673	18	3005
673	19	7170
674	0	4870
674	1	1330
674	2	8340
674	3	8435
674	4	5175
674	5	7410
674	6	8010
674	7	4355
674	8	5325
674	9	7630
674	10	8475
674	11	9760
674	12	6595
674	13	645
674	14	3915
674	15	2815
674	16	610
674	17	5465
674	18	1960
674	19	4865
675	0	9465
675	1	8345
675	2	3350
675	3	875
675	4	4040
675	5	5035
675	6	8320
675	7	6770
675	8	5705
675	9	9105
675	10	5470
675	11	4210
675	12	1775
675	13	8480
675	14	5375
675	15	10000
675	16	9055
675	17	3165
675	18	9600
675	19	2560
676	0	1355
676	1	650
676	2	3895
676	3	2350
676	4	8110
676	5	2215
676	6	5590
676	7	980
676	8	6750
676	9	3480
676	10	2650
676	11	7670
676	12	1420
676	13	8365
676	14	5085
676	15	7345
676	16	1080
676	17	6915
676	18	30
676	19	8880
677	0	8670
677	1	4490
677	2	7755
677	3	1290
677	4	2385
677	5	6955
677	6	2330
677	7	8050
677	8	7365
677	9	2350
677	10	1230
677	11	2920
677	12	3405
677	13	735
677	14	5390
677	15	9525
677	16	8330
677	17	6120
677	18	4390
677	19	7125
678	0	5185
678	1	375
678	2	6285
678	3	2145
678	4	9010
678	5	4210
678	6	7050
678	7	5555
678	8	7040
678	9	3290
678	10	2640
678	11	3225
678	12	9595
678	13	6505
678	14	1650
678	15	8505
678	16	2595
678	17	810
678	18	9145
678	19	2095
679	0	6245
679	1	6385
679	2	150
679	3	2090
679	4	9455
679	5	5130
679	6	6530
679	7	9570
679	8	4670
679	9	7250
679	10	5555
679	11	990
679	12	745
679	13	8145
679	14	2630
679	15	2565
679	16	5960
679	17	450
679	18	690
679	19	8170
680	0	3625
680	1	600
680	2	3625
680	3	5400
680	4	3045
680	5	2930
680	6	500
680	7	1920
680	8	5565
680	9	2880
680	10	9705
680	11	110
680	12	2235
680	13	4905
680	14	9680
680	15	6125
680	16	5980
680	17	2385
680	18	3285
680	19	730
681	0	8560
681	1	9015
681	2	4070
681	3	1465
681	4	5350
681	5	3570
681	6	1595
681	7	8925
681	8	915
681	9	3695
681	10	6655
681	11	5710
681	12	6800
681	13	7115
681	14	3960
681	15	5750
681	16	8395
681	17	3045
681	18	5300
681	19	5830
682	0	5855
682	1	8695
682	2	8520
682	3	1040
682	4	1060
682	5	9290
682	6	8670
682	7	1935
682	8	9755
682	9	3730
682	10	4350
682	11	7040
682	12	7120
682	13	5705
682	14	6215
682	15	2445
682	16	3100
682	17	2400
682	18	5
682	19	5105
683	0	1035
683	1	4755
683	2	3035
683	3	485
683	4	7755
683	5	5155
683	6	5515
683	7	1265
683	8	6395
683	9	1170
683	10	2740
683	11	2485
683	12	2350
683	13	9815
683	14	9375
683	15	8535
683	16	5280
683	17	690
683	18	100
683	19	875
684	0	7670
684	1	9530
684	2	10000
684	3	3950
684	4	1450
684	5	3420
684	6	5745
684	7	4015
684	8	5805
684	9	1255
684	10	9025
684	11	1935
684	12	3590
684	13	8965
684	14	8955
684	15	9620
684	16	8135
684	17	9595
684	18	2150
684	19	3160
685	0	2300
685	1	11090
685	2	15240
685	3	6260
685	4	13040
685	5	10930
685	6	1270
685	7	12690
685	8	7440
685	9	440
685	10	15820
685	11	9180
685	12	11450
685	13	9020
685	14	13560
685	15	10610
685	16	13880
685	17	3400
685	18	19680
685	19	14050
686	0	6730
686	1	18350
686	2	18710
686	3	4160
686	4	5810
686	5	9620
686	6	4210
686	7	10530
686	8	18000
686	9	9020
686	10	17210
686	11	17480
686	12	10820
686	13	1270
686	14	9450
686	15	620
686	16	19800
686	17	8150
686	18	2390
686	19	5460
687	0	14150
687	1	16770
687	2	16920
687	3	160
687	4	4910
687	5	890
687	6	18450
687	7	17890
687	8	1750
687	9	7000
687	10	13730
687	11	15490
687	12	5600
687	13	14540
687	14	11050
687	15	17750
687	16	15320
687	17	680
687	18	3280
687	19	9510
688	0	16260
688	1	17190
688	2	8480
688	3	16490
688	4	19190
688	5	160
688	6	1450
688	7	10230
688	8	790
688	9	11410
688	10	7130
688	11	18830
688	12	2640
688	13	3260
688	14	2780
688	15	7010
688	16	9990
688	17	4530
688	18	17540
688	19	12650
689	0	17050
689	1	12300
689	2	5860
689	3	2020
689	4	4710
689	5	18040
689	6	17210
689	7	15350
689	8	460
689	9	4720
689	10	4480
689	11	10360
689	12	13800
689	13	19710
689	14	990
689	15	16200
689	16	8680
689	17	5960
689	18	11790
689	19	800
690	0	8830
690	1	4770
690	2	14830
690	3	14510
690	4	12340
690	5	8890
690	6	7950
690	7	15750
690	8	6610
690	9	15760
690	10	19580
690	11	17840
690	12	12500
690	13	4770
690	14	15970
690	15	19910
690	16	1210
690	17	16850
690	18	8830
690	19	19700
691	0	2620
691	1	17200
691	2	7220
691	3	18240
691	4	340
691	5	3180
691	6	12920
691	7	13860
691	8	8420
691	9	10610
691	10	15960
691	11	17370
691	12	6260
691	13	10050
691	14	10450
691	15	12030
691	16	4490
691	17	13270
691	18	1500
691	19	8160
692	0	900
692	1	15450
692	2	16290
692	3	7470
692	4	15500
692	5	17220
692	6	350
692	7	8970
692	8	5290
692	9	13750
692	10	11330
692	11	15920
692	12	350
692	13	16800
692	14	11390
692	15	16450
692	16	2610
692	17	8150
692	18	13650
692	19	17890
693	0	18030
693	1	7020
693	2	4860
693	3	7100
693	4	490
693	5	7660
693	6	18360
693	7	8780
693	8	8000
693	9	17050
693	10	970
693	11	19530
693	12	18300
693	13	17210
693	14	3300
693	15	7290
693	16	10020
693	17	16220
693	18	18800
693	19	3290
694	0	7690
694	1	8360
694	2	19850
694	3	13670
694	4	16400
694	5	18220
694	6	6490
694	7	18870
694	8	1910
694	9	1810
694	10	770
694	11	13020
694	12	460
694	13	8400
694	14	14310
694	15	1730
694	16	4420
694	17	1090
694	18	13720
694	19	12850
695	0	9900
695	1	15600
695	2	18550
695	3	13670
695	4	3650
695	5	11740
695	6	4350
695	7	11530
695	8	1400
695	9	420
695	10	17370
695	11	9920
695	12	14610
695	13	8810
695	14	18490
695	15	3060
695	16	14220
695	17	16390
695	18	16550
695	19	8210
696	0	360
696	1	17880
696	2	11430
696	3	16000
696	4	9930
696	5	19450
696	6	16320
696	7	6940
696	8	8230
696	9	660
696	10	370
696	11	940
696	12	16680
696	13	15760
696	14	14670
696	15	14190
696	16	11620
696	17	16820
696	18	10080
696	19	930
697	0	10360
697	1	3140
697	2	12100
697	3	730
697	4	15520
697	5	6970
697	6	18020
697	7	10600
697	8	8090
697	9	14970
697	10	8030
697	11	1330
697	12	6460
697	13	8870
697	14	14080
697	15	5970
697	16	3640
697	17	11380
697	18	1550
697	19	14180
698	0	16250
698	1	3390
698	2	130
698	3	13540
698	4	11270
698	5	5040
698	6	12700
698	7	16760
698	8	560
698	9	9780
698	10	13550
698	11	13580
698	12	9890
698	13	19540
698	14	6390
698	15	6330
698	16	18250
698	17	9420
698	18	4330
698	19	10400
699	0	6820
699	1	14780
699	2	13320
699	3	13180
699	4	9980
699	5	10740
699	6	17220
699	7	1360
699	8	9450
699	9	14930
699	10	6390
699	11	4770
699	12	4530
699	13	17020
699	14	3500
699	15	8050
699	16	12720
699	17	13980
699	18	14920
699	19	11220
700	0	12390
700	1	5950
700	2	7530
700	3	10880
700	4	14160
700	5	10190
700	6	2680
700	7	8560
700	8	12300
700	9	350
700	10	10060
700	11	2260
700	12	2430
700	13	8290
700	14	7500
700	15	19050
700	16	15690
700	17	15630
700	18	2890
700	19	6280
701	0	4310
701	1	8750
701	2	430
701	3	18700
701	4	3180
701	5	3780
701	6	6820
701	7	19910
701	8	920
701	9	1590
701	10	11720
701	11	1140
701	12	1110
701	13	13140
701	14	15330
701	15	3360
701	16	19860
701	17	3860
701	18	18130
701	19	6920
702	0	8290
702	1	14220
702	2	8460
702	3	4580
702	4	10720
702	5	14670
702	6	7260
702	7	18720
702	8	10310
702	9	9900
702	10	3340
702	11	12640
702	12	16000
702	13	17930
702	14	6910
702	15	19970
702	16	1910
702	17	6110
702	18	17560
702	19	1060
703	0	19640
703	1	6430
703	2	3470
703	3	14600
703	4	7600
703	5	15060
703	6	3150
703	7	8620
703	8	15310
703	9	2710
703	10	3470
703	11	120
703	12	15060
703	13	7060
703	14	16400
703	15	10460
703	16	6080
703	17	18950
703	18	5230
703	19	18560
704	0	17150
704	1	11990
704	2	2230
704	3	190
704	4	9780
704	5	12060
704	6	8570
704	7	6290
704	8	3080
704	9	11720
704	10	14930
704	11	12300
704	12	6930
704	13	16090
704	14	18920
704	15	19060
704	16	18430
704	17	17950
704	18	17310
704	19	7110
705	0	370
705	1	1690
705	2	10240
705	3	12800
705	4	3250
705	5	6780
705	6	6200
705	7	6840
705	8	5590
705	9	2100
705	10	4850
705	11	12520
705	12	15950
705	13	16500
705	14	17140
705	15	10320
705	16	3170
705	17	5770
705	18	9560
705	19	1070
706	0	3170
706	1	440
706	2	1180
706	3	12220
706	4	3990
706	5	11750
706	6	6940
706	7	9690
706	8	2860
706	9	1750
706	10	17120
706	11	12870
706	12	10540
706	13	19260
706	14	1850
706	15	5030
706	16	5760
706	17	1660
706	18	3460
706	19	16750
707	0	19550
707	1	9400
707	2	4180
707	3	9850
707	4	9200
707	5	5340
707	6	11450
707	7	18530
707	8	17360
707	9	11260
707	10	5010
707	11	7550
707	12	19150
707	13	13840
